cod.	documento	qtd.	ug	data	doc. p/ serv.		
NC		1	152430	14/08/2023			
RO		2	152430	14/08/2023			
OB		3	152430	14/08/2023			
NS		6	152430	14/08/2023			
OB		1	152430	15/08/2023			
NS		4	152430	15/08/2023			
OB		2	152430	16/08/2023			
DF		3	152430	16/08/2023			
NS		2	152430	16/08/2023			
NS		1	152430	18/08/2023			
OB		10	152430	18/08/2023			
DF		4	152430	18/08/2023			
NS		11	152430	18/08/2023			
OB		5	152430	21/08/2023			
NS		12	152430	21/08/2023			
NS		1	152430	22/08/2023			
OB		5	152430	23/08/2023			
PF		1	152430	23/08/2023			
NS		8	152430	23/08/2023			
NS		1	152430	25/08/2023			
NS		12	152430	28/08/2023			
OB		5	152430	29/08/2023			
DF		1	152430	30/08/2023			
NS		6	152430	30/08/2023			
OB		6	152430	31/08/2023			
NS		8	152430	31/08/2023			
NS		3	152430	01/09/2023			
OB		9	152430	04/09/2023			
DF		2	152430	04/09/2023			
PF		1	152430	04/09/2023			
NS		11	152430	04/09/2023			
NS		3	152430	05/09/2023			
OB		1	152430	06/09/2023			
DF		3	152430	06/09/2023			
NS		5	152430	06/09/2023			
OB		8	152430	11/09/2023			
NS		16	152430	11/09/2023			
OB		1	152430	13/09/2023			
NS		4	152430	13/09/2023			
OB		1	152430	14/09/2023			
DF		1	152430	14/09/2023			
NS		6	152430	14/09/2023			
OB		2	152430	15/09/2023			
NS		4	152430	15/09/2023			
NS		13	152430	18/09/2023			
ND		1	152430	19/09/2023			
RO		1	152430	19/09/2023			
OB		6	152430	19/09/2023			
NS		1	152430	19/09/2023			
OB		3	152430	20/09/2023			
NS		6	152430	20/09/2023			
OB		3	152430	21/09/2023			
DF		3	152430	21/09/2023			
NS		6	152430	21/09/2023			
OB		2	152430	22/09/2023			
NS		2	152430	22/09/2023			
ND		1	152430	25/09/2023			
RO		3	152430	25/09/2023			
OB		5	152430	25/09/2023			
NS		18	152430	25/09/2023			
OB		5	152430	26/09/2023			
NS		6	152430	26/09/2023			
DF		2	152430	27/09/2023			
PF		1	152430	27/09/2023			
NS		13	152430	27/09/2023			
OB		5	152430	28/09/2023			
OB		1	152430	29/09/2023			
ND		1	152426	19/10/2023			
RO		2	152426	19/10/2023			
OB		1	152426	19/10/2023			
DF		2	152426	19/10/2023			
NS		2	152426	19/10/2023			
NS		3	158392	20/10/2023			
OB		1	158392	19/10/2023			
DF		2	158392	19/10/2023			
NS		2	158392	19/10/2023			
OB		1	152420	19/10/2023			
NS		5	152420	19/10/2023			
OB		1	152420	20/10/2023			
DF		3	152420	20/10/2023			
NS		1	152420	20/10/2023			
OB		3	152430	19/10/2023			
NS		11	152430	19/10/2023			
PF		1	152430	20/10/2023			
NS		11	152430	20/10/2023			
OB		1	158393	19/10/2023			
NS		4	158393	19/10/2023			
DR		1	158393	19/10/2023			
NS		1	158393	20/10/2023			
OB		1	154679	19/10/2023			
NS		4	154679	19/10/2023			
DR		1	154679	19/10/2023			
NS		1	154679	20/10/2023			
OB		4	158394	19/10/2023			
DF		1	158394	19/10/2023			
PF		1	158394	19/10/2023			
NS		5	158394	19/10/2023			
OB		3	158394	20/10/2023			
DF		1	158394	20/10/2023			
NS		4	158394	20/10/2023			
OB		1	154680	19/10/2023			
NS		5	154680	19/10/2023			
PF		1	154680	20/10/2023			
OB		1	154681	19/10/2023			
DF		3	154681	19/10/2023			
NS		2	154681	19/10/2023			
NC		1	154681	20/10/2023			
NS		2	154681	20/10/2023			
NS		1	152426	01/08/2023			
NL		1	152426	04/08/2023			
NS		1	152426	04/08/2023			
NS		1	152426	29/08/2023			
NS		3	152426	06/09/2023			
NS		2	158393	02/08/2023			
OB		2	158393	03/08/2023			
PF		1	158393	03/08/2023			
DF		1	158393	03/08/2023			
NS		4	158393	03/08/2023			
DR		1	158393	03/08/2023			
OB		1	158393	04/08/2023			
DF		1	158393	04/08/2023			
NS		5	158393	04/08/2023			
OB		2	158393	05/08/2023			
DF		2	158393	05/08/2023			
NS		3	158393	05/08/2023			
OB		2	158393	07/08/2023			
DF		2	158393	07/08/2023			
NS		3	158393	07/08/2023			
OB		1	158393	08/08/2023			
DF		1	158393	08/08/2023			
NS		3	158393	08/08/2023			
OB		1	158393	09/08/2023			
NS		4	158393	09/08/2023			
PF		1	158393	10/08/2023			
DF		1	158393	10/08/2023			
NS		6	158393	10/08/2023			
DR		3	158393	10/08/2023			
OB		4	158393	11/08/2023			
NS		1	158393	11/08/2023			
NS		2	158393	15/08/2023			
DF		6	158393	15/08/2023			
NS		4	158393	15/08/2023			
DR		1	158393	15/08/2023			
OB		4	158393	16/08/2023			
PF		1	158393	17/08/2023			
DF		2	158393	17/08/2023			
NS		3	158393	17/08/2023			
DR		1	158393	17/08/2023			
OB		3	158393	18/08/2023			
NS		1	158393	18/08/2023			
PF		1	158393	21/08/2023			
NS		2	158393	21/08/2023			
OB		1	158393	22/08/2023			
DF		1	158393	22/08/2023			
NS		3	158393	22/08/2023			
OB		1	158393	23/08/2023			
NS		3	158393	23/08/2023			
DF		1	158393	24/08/2023			
NS		4	158393	24/08/2023			
OB		1	158393	25/08/2023			
NS		1	158393	25/08/2023			
OB		2	158393	28/08/2023			
PF		1	158393	28/08/2023			
DF		1	158393	28/08/2023			
NS		3	158393	28/08/2023			
DR		1	158393	28/08/2023			
NS		1	158393	29/08/2023			
NS		4	158393	30/08/2023			
NS		1	158393	31/08/2023			
OB		1	158393	01/09/2023			
NS		3	158393	01/09/2023			
DR		2	158393	01/09/2023			
ND		1	158393	29/09/2023			
NC		1	158393	29/09/2023			
RO		1	158393	29/09/2023			
OB		2	158393	29/09/2023			
NS		3	158393	04/09/2023			
OB		1	158393	05/09/2023			
DF		1	158393	05/09/2023			
ND		9	158134	23/10/2023			
NC		1	158134	23/10/2023			
RO		6	158134	23/10/2023			
OB		70	158134	23/10/2023			
PF		3	158134	23/10/2023			
DF		8	158134	23/10/2023			
NS		140	158134	23/10/2023			
NS		1	158393	05/09/2023			
NS		7	158393	11/09/2023			
PF 		1	158393	12/09/2023			
DF		6	158393	12/09/2023			
NS 		6	158393	12/09/2023			
DR		3	158393	12/09/2023			
OB		4	158393	13/09/2023			
NS		1	158393	13/09/2023			
ND		1	158393	14/09/2023			
OB		1	158393	14/09/2023			
NS		1	158393	14/09/2023			
DR		1	158393	14/09/2023			
OB		1	158393	15/09/2023			
DF		1	158393	15/09/2023			
NS		4	158393	15/09/2023			
PF		1	158393	18/09/2023			
DF		1	158393	18/09/2023			
NS		3	158393	18/09/2023			
DR		1	158393	18/09/2023			
OB		2	158393	19/09/2023			
NS		2	158393	19/09/2023			
DF		1	158393	20/09/2023			
NS		2	158393	20/09/2023			
RO		1	158393	21/09/2023			
OB		1	158393	21/09/2023			
NS		1	158393	21/09/2023			
ND		2	158393	22/09/2023			
NC		2	158393	22/09/2023			
RO		4	158393	25/09/2023			
ND		2	158393	25/09/2023			
RO		3	158393	25/09/2023			
OB		1	158393	25/09/2023			
DF		1	158393	25/09/2023			
NS		2	158393	25/09/2023			
ND		4	158393	26/09/2023			
NC		4	158393	26/09/2023			
RO		2	158393	26/09/2023			
NS		1	158393	26/09/2023			
NS		3	158393	27/09/2023			
ND		19	158134	24/10/2023			
RO		17	158134	24/10/2023			
OB		214	158134	24/10/2023			
DF		3	158134	24/10/2023			
PF		2	158134	24/10/2023			
NS		703	158134	24/10/2023			
OB		4	158392	24/10/2023			
DF		1	158392	24/10/2023			
NS		4	158392	24/10/2023			
OB		3	152420	24/10/2023			
DF		4	152420	24/10/2023			
PF		1	152420	24/10/2023			
NS		4	152420	24/10/2023			
OB		8	152430	24/10/2023			
NS		6	152430	24/10/2023			
NS		1	152426	24/10/2023			
ND		1	158393	24/10/2023			
NC		1	158393	24/10/2023			
RO		1	158393	24/10/2023			
OB		1	158393	24/10/2023			
DF		2	158393	24/10/2023			
NS		1	158393	24/10/2023			
DR		3	154679	24/10/2023			
OB		3	154679	24/10/2023			
NS		1	154679	24/10/2023			
OB		1	158394	24/10/2023			
DF		1	158394	24/10/2023			
NS		1	158394	24/10/2023			
NS		1	154680	24/10/2023			
NS		1	154681	24/10/2023			
PF		1	154679	01/08/2023			
NS		1	154679	01/08/2023			
NS		2	154679	02/08/2023			
OB		3	154679	03/08/2023			
DF		1	154679	03/08/2023			
NS		4	154679	03/08/2023			
RO		1	154679	04/08/2023			
ND		1	154679	07/08/2023			
RO		1	154679	07/08/2023			
NS		1	154679	07/08/2023			
OB		1	154679	09/08/2023			
DF		3	154679	09/08/2023			
NS		3	154679	09/08/2023			
OB		3	154679	10/08/2023			
DF		1	154679	10/08/2023			
NS		8	154679	10/08/2023			
OB		2	154679	14/08/2023			
OB		1	154679	15/08/2023			
DF		2	154679	15/08/2023			
NS		1	154679	15/08/2023			
OB		2	154679	16/08/2023			
NS		3	154679	16/08/2023			
OB		6	154679	18/08/2023			
DF		2	154679	18/08/2023			
NS		6	154679	18/08/2023			
NS		1	154679	21/08/2023			
OB		1	154679	22/08/2023			
NS		2	154679	22/08/2023			
PF		1	154679	23/08/2023			
NS		1	154679	23/08/2023			
OB		1	154679	24/08/2023			
DF		1	154679	24/08/2023			
NS		2	154679	24/08/2023			
OB		3	154679	25/08/2023			
DF		1	154679	25/08/2023			
NS		3	154679	25/08/2023			
NS		4	154679	28/08/2023			
NS		1	154679	29/08/2023			
NS		2	154679	30/08/2023			
NS		1	154679	31/08/2023			
MD		1	154679	01/09/2023			
RO		1	154679	01/09/2023			
NS		2	154679	01/09/2023			
DF		3	154679	04/09/2023			
NS		4	154679	04/09/2023			
RO		1	154679	05/09/2023			
OB		2	154679	05/09/2023			
NS		2	154679	06/09/2023			
OB		1	154679	11/09/2023			
NS		5	154679	11/09/2023			
ND		7	154679	12/09/2023			
NC		1	154679	12/09/2023			
RO		4	154679	12/09/2023			
OB		200	154679	12/09/2023			
PF		9	154679	12/09/2023			
NS		245	154679	12/09/2023			
ND		12	154679	13/09/2023			
NC		1	154679	13/09/2023			
RO		5	154679	13/09/2023			
OB		41	154679	13/09/2023			
NS		102	154679	13/09/2023			
ND		5	154679	14/09/2023			
NC		2	154679	14/09/2023			
RO		8	154679	14/09/2023			
OB		7	154679	14/09/2023			
PF		7	154679	14/09/2023			
DF		3	154679	14/09/2023			
NS		347	154679	14/09/2023			
ND		10	154679	15/09/2023			
RO		9	154679	15/09/2023			
OB		13	154679	15/09/2023			
PF		4	154679	15/09/2023			
DF		2	154679	15/09/2023			
NS		306	154679	15/09/2023			
ND		11	154679	18/09/2023			
RO		7	154679	18/09/2023			
OB		139	154679	18/09/2023			
PF		4	154679	18/09/2023			
DF		12	154679	18/09/2023			
NS		495	154679	18/09/2023			
ND		5	154679	19/09/2023			
NC		1	154679	19/09/2023			
RO		9	154679	19/09/2023			
OB		291	154679	19/09/2023			
PF		1	154679	19/09/2023			
DF		8	154679	19/09/2023			
NS		642	154679	19/09/2023			
GR		1	154679	19/09/2023			
ND		1	154679	20/09/2023			
RO		2	154679	20/09/2023			
OB		347	154679	20/09/2023			
PF		4	154679	20/09/2023			
DF		64	154679	20/09/2023			
NS		224	154679	20/09/2023			
ND		8	154679	21/09/2023			
NC		1	154679	21/09/2023			
RO		12	154679	21/09/2023			
NL		1	154679	21/09/2023			
OB		396	154679	21/09/2023			
DF		6	154679	21/09/2023			
NS		456	154679	21/09/2023			
ND		12	154679	22/09/2023			
RO		5	154679	22/09/2023			
OB		47	154679	22/09/2023			
DF		1	154679	22/09/2023			
NS		63	154679	22/09/2023			
ND		10	154679	25/09/2023			
NC		3	154679	25/09/2023			
RO		13	154679	25/09/2023			
OB		173	154679	25/09/2023			
PF		1	154679	25/09/2023			
DF		15	154679	25/09/2023			
NS		196	154679	25/09/2023			
DR		1	154679	25/09/2023			
ND		4	154679	26/09/2023			
NC		2	154679	26/09/2023			
RO		6	154679	26/09/2023			
OB		21	154679	26/09/2023			
PF		7	154679	26/09/2023			
DF		2	154679	26/09/2023			
NS		110	154679	26/09/2023			
ND		1	154679	27/09/2023			
RO		9	154679	27/09/2023			
OB		43	154679	27/09/2023			
PF		8	154679	27/09/2023			
DF		4	154679	27/09/2023			
NS		103	154679	27/09/2023			
ND		11	154679	28/09/2023			
RO		18	154679	28/09/2023			
OB		50	154679	28/09/2023			
PF		4	154679	28/09/2023			
NS		183	154679	28/09/2023			
DR		1	154679	28/09/2023			
ND		6	154679	29/09/2023			
RO		9	154679	29/09/2023			
OB		90	154679	29/09/2023			
DF		7	154679	29/09/2023			
NS		440	154679	29/09/2023			
GR		4	154679	29/09/2023			
NS		1	158394	01/08/2023			
OB		1	158394	02/08/2023			
DF		1	158394	02/08/2023			
NS		4	158394	02/08/2023			
NS		2	158394	03/08/2023			
OB		1	158394	04/08/2023			
DF		1	158394	04/08/2023			
NS		2	158394	04/08/2023			
OB		2	158394	07/08/2023			
PF		1	158394	07/08/2023			
DF		1	158394	07/08/2023			
NS		5	158394	07/08/2023			
NS		4	158394	08/08/2023			
ND		1	158394	09/08/2023			
RO		1	158394	09/08/2023			
OB		2	158394	09/08/2023			
NS		4	158394	09/08/2023			
ND		1	158394	10/08/2023			
RO		1	158394	10/08/2023			
OB		5	158394	10/08/2023			
PF		1	158394	10/08/2023			
DF		1	158394	11/08/2023			
NS		10	158394	11/08/2023			
RO		1	158394	11/08/2023			
OB		3	158394	11/08/2023			
DF		3	158394	14/08/2023			
NS		10	158394	14/08/2023			
ND		1	158394	14/08/2023			
OB		16	158394	15/08/2023			
DF		1	158394	15/08/2023			
NS		26	158394	15/08/2023			
RO		1	158394	15/08/2023			
PF		1	158394	16/08/2023			
DF		5	158394	17/08/2023			
NS		5	158394	17/08/2023			
OB		4	158394	17/08/2023			
OB		3	158394	18/08/2023			
PF		1	158394	21/08/2023			
NS		8	158394	21/08/2023			
OB		1	158394	21/08/2023			
ND		1	158394	21/08/2023			
RO		1	158394	22/08/2023			
OB		1	158394	22/08/2023			
NS		4	158394	22/08/2023			
OB		1	158394	23/08/2023			
DF		2	158394	24/08/2023			
NS		2	158394	24/08/2023			
OB		1	158394	24/08/2023			
OB		2	158394	28/08/2023			
PF		1	158394	28/08/2023			
NS		5	158394	28/08/2023			
OB		3	158394	30/08/2023			
DF		1	158394	30/08/2023			
NS		5	158394	30/08/2023			
NS		1	158394	30/08/2023			
ND		30	158134	25/10/2023			
RO		23	158134	25/10/2023			
OB		13	158134	25/10/2023			
PF		3	158134	25/10/2023			
DF		2	158134	25/10/2023			
NS		332	158134	25/10/2023			
GR		1	158134	25/10/2023			
NS		4	158392	25/10/2023			
DF		1	152420	25/10/2023			
NS		3	152420	25/10/2023			
DF		1	152430	25/10/2023			
NS		7	152430	25/10/2023			
OB		4	152426	25/10/2023			
DF		2	152426	25/10/2023			
NS		5	152426	25/10/2023			
ND		1	158393	25/10/2023			
NC		1	158393	25/10/2023			
RO		1	158393	25/10/2023			
OB		1	154679	25/10/2023			
NS		1	154679	25/10/2023			
ND		1	154681	25/10/2023			
NC		1	154681	25/10/2023			
RO		1	154681	25/10/2023			
NS		4	154681	25/10/2023			
NS		2	158394	01/09/2023			
NS		2	158394	01/09/2023			
NS		1	158394	04/09/2023			
OB		6	158394	05/09/2023			
PF		1	158394	05/09/2023			
DF		2	158394	05/09/2023			
NS		7	158394	05/09/2023			
PF		1	158394	06/09/2023			
NS		3	158394	06/09/2023			
OB		1	158394	08/09/2023			
NS		1	158394	08/09/2023			
OB		1	158394	11/09/2023			
PF		1	158394	11/09/2023			
NS		4	158394	11/09/2023			
OB		2	158394	12/09/2023			
PF		1	158394	12/09/2023			
DF		4	158394	12/09/2023			
NS		5	158394	12/09/2023			
ND		1	158394	13/09/2023			
RO		1	158394	13/09/2023			
NS		3	158394	13/09/2023			
OB		3	158394	14/09/2023			
PF		3	158394	14/09/2023			
DF		10	158394	14/09/2023			
NS		9	158394	14/09/2023			
DR		2	158394	14/09/2023			
OB		10	158394	15/09/2023			
PF		1	158394	15/09/2023			
NS		18	158394	15/09/2023			
PF		1	158394	18/09/2023			
OB		1	158394	20/09/2023			
NS		2	158394	20/09/2023			
OB		5	158394	21/09/2023			
DF		3	158394	21/09/2023			
NS		8	158394	21/09/2023			
OB		2	158394	22/09/2023			
NS		2	158394	22/09/2023			
OB		2	158394	25/09/2023			
DF		1	158394	25/09/2023			
NS		2	158394	25/09/2023			
NS		6	158394	29/09/2023			
NS		2	158394	27/09/2023			
OB		2	154680	02/08/2023			
PF		1	154680	02/08/2023			
DF		2	154680	02/08/2023			
NS		2	154680	02/08/2023			
OB		3	154680	04/08/2023			
DF		3	154680	04/08/2023			
NS		5	154680	04/08/2023			
NS		1	154680	08/08/2023			
OB		3	154680	09/08/2023			
DF		2	154680	09/08/2023			
NS		16	154680	09/08/2023			
OB		6	154680	10/08/2023			
DF		1	154680	10/08/2023			
NS		3	154680	10/08/2023			
NS		1	154680	14/08/2023			
OB		6	154680	15/08/2023			
NS		6	154680	15/08/2023			
NS		4	154680	16/08/2023			
NS		3	154680	29/08/2023			
OB		4	154680	30/08/2023			
PF		1	154680	30/08/2023			
DF		2	154680	30/08/2023			
NS		5	154680	30/08/2023			
DF		4	154680	31/08/2023			
NS		11	154680	31/08/2023			
OB		1	154680	17/08/2023			
DF		3	154680	17/08/2023			
NS		1	154680	17/08/2023			
OB		4	154680	18/08/2023			
DF		3	154680	18/08/2023			
NS		4	154680	18/08/2023			
NS		6	154680	23/08/2023			
ND		1	154680	24/08/2023			
RO		1	154680	24/08/2023			
NS		2	154680	24/08/2023			
OB		2	154680	25/08/2023			
NS		4	154680	25/08/2023			
OB		7	154680	01/09/2023			
NS		1	154680	01/09/2023			
ND		1	154680	04/09/2023			
RO		1	154680	04/09/2023			
RO		1	154680	05/09/2023			
OB		7	154680	05/09/2023			
DF		3	154680	05/09/2023			
NS		10	154680	05/09/2023			
ND		1	154680	06/09/2023			
RO		1	154680	06/09/2023			
NS		2	154680	11/09/2023			
OB		1	154680	11/09/2023			
NS		3	154680	12/09/2023			
ND		1	154680	12/09/2023			
RO		1	154680	12/09/2023			
NS		1	154680	13/09/2023			
OB		1	154680	13/09/2023			
DF		1	154680	13/09/2023			
NS		2	154680	15/09/2023			
OB		2	154680	15/09/2023			
DF		4	154680	15/09/2023			
NS		2	154680	19/09/2023			
OB		2	154680	19/09/2023			
NS		6	154680	20/09/2023			
PF		1	154680	22/09/2023			
OB		1	154680	22/09/2023			
NS		4	154680	26/09/2023			
OB		11	154680	26/09/2023			
DF		5	154680	26/09/2023			
NS		13	154680	28/09/2023			
NS		2	154680	29/09/2023			
DF		1	154680	29/09/2023			
NS		3	154680	18/09/2023			
OB		1	154680	18/09/2023			
NS		2	154680	25/09/2023			
OB		3	154680	25/09/2023			
DF		2	154680	25/09/2023			
NS		6	154680	25/09/2023			
ND		11	158134	26/10/2023			
NC		3	158134	26/10/2023			
RO		17	158134	26/10/2023			
OB		303	158134	26/10/2023			
PF		11	158134	26/10/2023			
DF		2	158134	26/10/2023			
NS		583	158134	26/10/2023			
DR		2	158134	26/10/2023			
OB		4	158392	26/10/2023			
DF		2	158392	26/10/2023			
NS		6	158392	26/10/2023			
OB		2	152420	26/10/2023			
NS		2	152420	26/10/2023			
OB		7	152430	26/10/2023			
PF		1	152430	26/10/2023			
NS		8	152430	26/10/2023			
ND		1	152426	26/10/2023			
RO		1	152426	26/10/2023			
NS		1	152426	26/10/2023			
ND		1	154680	26/10/2023			
RO		1	154680	26/10/2023			
NS		2	154680	26/10/2023			
ND		1	154681	26/10/2023			
RO		1	154681	26/10/2023			
OB		1	154681	26/10/2023			
PF		1	154681	26/10/2023			
DF		1	154681	26/10/2023			
NS		5	154681	26/10/2023			
ND		5	158134	27/10/2023			
NC		2	158134	27/10/2023			
RO		8	158134	27/10/2023			
OB		6	158134	27/10/2023			
PF		3	158134	27/10/2023			
DF		1	158134	27/10/2023			
NS		220	158134	27/10/2023			
OB		2	158392	27/10/2023			
DF		1	158392	27/10/2023			
NS		10	158392	27/10/2023			
OB		5	152420	27/10/2023			
NS		13	152420	27/10/2023			
ND		1	152430	27/10/2023			
RO		1	152430	27/10/2023			
OB		4	152430	27/10/2023			
PF		1	152430	27/10/2023			
NS		13	152430	27/10/2023			
ND		1	152426	27/10/2023			
RO		1	152426	27/10/2023			
OB		4	152426	27/10/2023			
NS		6	152426	27/10/2023			
NS		1	158393	27/10/2023			
NS	NS	1	154679	27/10/2023			
NS		1	154680	27/10/2023			
OB		3	154681	27/10/2023			
NS		3	154681	27/10/2023			
ND		13	158134	30/10/2023			
RO		8	158134	30/10/2023			
OB		285	158134	30/10/2023			
PF		5	158134	30/10/2023			
NS		356	158134	30/10/2023			
OB		1	158392	30/10/2023			
DF		1	158392	30/10/2023			
NS		3	158392	30/10/2023			
NS		4	152420	30/10/2023			
OB		3	152430	30/10/2023			
PF		1	152430	30/10/2023			
DF		1	152430	30/10/2023			
NS		5	152430	30/10/2023			
NS		3	152426	30/10/2023			
OB		4	154679	30/10/2023			
DF		2	154679	30/10/2023			
NS		4	154679	30/10/2023			
OB		4	154680	30/10/2023			
PF		1	154680	30/10/2023			
DF		2	154680	30/10/2023			
NS		4	154680	30/10/2023			
OB		1	154681	30/10/2023			
NS		3	154681	30/10/2023			
ND		10	158134	31/10/2023			
NC		1	158134	31/10/2023			
RO		7	158134	31/10/2023			
OB		114	158134	31/10/2023			
PF		12	158134	31/10/2023			
DF		10	158134	31/10/2023			
NS		259	158134	31/10/2023			
GR		4	158134	31/10/2023			
RO		1	158392	31/10/2023			
NS		1	158392	31/10/2023			
PF		1	152420	31/10/2023			
NS		3	152420	31/10/2023			
NS		3	152430	31/10/2023			
PF		1	158393	31/10/2023			
NS		3	158393	31/10/2023			
DR		1	158393	31/10/2023			
ND		1	154679	31/10/2023			
NC		1	154679	31/10/2023			
RO		1	154679	31/10/2023			
NS		3	154679	31/10/2023			
NS		1	158394	31/10/2023			
NS		1	154680	31/10/2023			
ND		1	154681	31/10/2023			
NC		1	154681	31/10/2023			
RO		1	154681	31/10/2023			
OB		8	154681	31/10/2023			
PF		1	154681	31/10/2023			
DF		4	154681	31/10/2023			
NS		10	154681	31/10/2023			
ND		8	158134	01/11/2023			
NC		2	158134	01/11/2023			
RO		5	158134	01/11/2023			
OB		48	158134	01/11/2023			
DF		2	158134	01/11/2023			
PF		10	158134	01/11/2023			
NS		106	158134	01/11/2023			
NS		2	158392	01/11/2023			
OB		2	152420	01/11/2023			
OB		1	152430	01/11/2023			
NS		2	152430	01/11/2023			
OB		8	152426	01/11/2023			
DF		2	152426	01/11/2023			
PF		1	152426	01/11/2023			
NS		11	152426	01/11/2023			
NS		1	158393	01/11/2023			
ND		1	154679	01/11/2023			
RO		1	154679	01/11/2023			
NS		2	154679	01/11/2023			
ND		1	158394	01/11/2023			
RO		1	158394	01/11/2023			
PF		1	158394	01/11/2023			
NS		2	158394	01/11/2023			
PF		1	154680	01/11/2023			
NS		1	154681	01/11/2023			
NS		1	158134	02/11/2023			
RO		1	158134	03/11/2023			
OB		23	158134	03/11/2023			
NS		46	158134	03/11/2023			
OB		2	154679	03/11/2023			
NS		1	154679	03/11/2023			
OB		1	158394	03/11/2023			
NS		2	158394	03/11/2023			
OB		1	154681	03/11/2023			
NS		1	154681	03/11/2023			
ND		7	158134	06/11/2023			
NC		2	158134	06/11/2023			
RO		3	158134	06/11/2023			
OB		280	158134	06/11/2023			
PF		6	158134	06/11/2023			
DF		3	158134	06/11/2023			
NS		326	158134	06/11/2023			
ND		1	158392	06/11/2023			
RO		1	158392	06/11/2023			
OB		5	158392	06/11/2023			
DF		1	158392	06/11/2023			
NS		4	158392	06/11/2023			
DF		2	152420	06/11/2023			
PF		2	152420	06/11/2023			
NS		6	152420	06/11/2023			
DF		1	152430	06/11/2023			
PF		1	152430	06/11/2023			
NS		13	152430	06/11/2023			
OB		1	158393	06/11/2023			
ND		1	154679	06/11/2023			
NC		1	154679	06/11/2023			
RO		2	154679	06/11/2023			
NS		1	154679	06/11/2023			
DF		3	154680	06/11/2023			
NS		6	154680	06/11/2023			
ND		10	158134	07/11/2023			
NC		1	158134	07/11/2023			
RO		13	158134	07/11/2023			
OB		533	158134	07/11/2023			
DF		8	158134	07/11/2023			
PF		10	158134	07/11/2023			
NS		584	158134	07/11/2023			
DR		2	158134	07/11/2023			
PF		2	158392	07/11/2023			
NS		2	158392	07/11/2023			
OB		5	152420	07/11/2023			
OB		10	152430	07/11/2023			
NS		4	152430	07/11/2023			
NS		1	152426	07/11/2023			
OB		2	158393	07/11/2023			
DF		1	158393	07/11/2023			
PF		1	158393	07/11/2023			
NS		2	158393	07/11/2023			
DR		1	158393	07/11/2023			
ND		2	154679	07/11/2023			
NC		1	154679	07/11/2023			
RO		1	154679	07/11/2023			
OB		4	154679	07/11/2023			
DF		1	154679	07/11/2023			
NS		4	154679	07/11/2023			
OB		6	158394	07/11/2023			
DF		2	158394	07/11/2023			
PF		2	158394	07/11/2023			
NS		6	158394	07/11/2023			
ND		4	154680	07/11/2023			
NC		4	154680	07/11/2023			
RO		6	154680	07/11/2023			
OB		8	154680	07/11/2023			
DF		2	154680	07/11/2023			
NS		5	154680	07/11/2023			
OB		4	154681	07/11/2023			
DF		4	154681	07/11/2023			
PF		1	154681	07/11/2023			
NS		4	154681	07/11/2023			
NS		1	154626	07/11/2023			
ND		10	158134	08/11/2023			
RO		11	158134	08/11/2023			
OB		98	158134	08/11/2023			
PF		6	158134	08/11/2023			
NS		127	158134	08/11/2023			
OB		5	158392	08/11/2023			
DF		3	158392	08/11/2023			
NS		6	158392	08/11/2023			
NS		4	152420	08/11/2023			
OB		4	152430	08/11/2023			
PF		1	152430	08/11/2023			
NS		11	152430	08/11/2023			
OB		2	152426	08/11/2023			
NS		2	152426	08/11/2023			
NS		9	158393	08/11/2023			
RO		1	154679	08/11/2023			
NS		2	154679	08/11/2023			
NS		2	158394	08/11/2023			
OB		1	154680	08/11/2023			
NS		2	154680	08/11/2023			
NS		2	154681	08/11/2023			
ND		14	158134	09/11/2023			
NC		2	158134	09/11/2023			
RO		4	158134	09/11/2023			
OB		54	158134	09/11/2023			
PF		1	158134	09/11/2023			
DF		4	158134	09/11/2023			
NS		240	158134	09/11/2023			
ND		1	152420	09/11/2023			
NC		1	152420	09/11/2023			
RO		1	152420	09/11/2023			
OB		1	152420	09/11/2023			
NS		3	152420	09/11/2023			
OB		4	152430	09/11/2023			
NS		7	152430	09/11/2023			
ND		1	152426	09/11/2023			
RO		1	152426	09/11/2023			
