documento,numero,servidor,data,,
O R D E M B A N C A R I A,2025NS015670,Jutânia,10/07/2024,,
O R D E M B A N C A R I A,2025NS015669,Jutânia,10/07/2024,,
O R D E M B A N C A R I A,2025NS015668,Victor,10/07/2024,,
O R D E M B A N C A R I A,2025NS015667,Victor,10/07/2024,,
O R D E M B A N C A R I A,2025NS015666,Victor,10/07/2024,,
O R D E M B A N C A R I A,2025NS015665,Victor,10/07/2024,,
O R D E M B A N C A R I A,2025NS015664,Victor,10/07/2024,,
O R D E M B A N C A R I A,2025NS015663,Victor,10/07/2024,,
O R D E M B A N C A R I A,2025NS015662,Victor,10/07/2024,,
O R D E M B A N C A R I A,2025NS015661,Victor,10/07/2024,,
O R D E M B A N C A R I A,2025NS015660,Patrícia ,10/07/2024,,
O R D E M B A N C A R I A,2025NS015659,Patrícia ,10/07/2024,,
O R D E M B A N C A R I A,2025NS015658,Patrícia ,10/07/2024,,
O R D E M B A N C A R I A,2025NS015657,Patrícia ,10/07/2024,,
O R D E M B A N C A R I A,2025NS015656,Patrícia ,10/07/2024,,
O R D E M B A N C A R I A,2025NS015655,Patrícia ,10/07/2024,,
O R D E M B A N C A R I A,2025NS015654,Patrícia ,10/07/2024,,
O R D E M B A N C A R I A,2025NS015653,Patrícia ,10/07/2024,,
O R D E M B A N C A R I A,2025NS015652,Patrícia ,10/07/2024,,
O R D E M B A N C A R I A,2025NS015651,Patrícia ,10/07/2024,,
O R D E M B A N C A R I A,2025NS015650,Victor,10/07/2024,,
O R D E M B A N C A R I A,2025NS015649,Patrícia ,10/07/2024,,
O R D E M B A N C A R I A,2025NS015648,Victor,10/07/2024,,
O R D E M B A N C A R I A,2025NS015647,Victor,10/07/2024,,
O R D E M B A N C A R I A,2025NS015646,Patrícia ,10/07/2024,,
O R D E M B A N C A R I A,2025NS015645,Victor,10/07/2024,,
O R D E M B A N C A R I A,2025NS015644,Victor,10/07/2024,,
O R D E M B A N C A R I A,2025NS015643,Patrícia ,10/07/2024,,
O R D E M B A N C A R I A,2025NS015642,Tâmara,10/07/2024,,
O R D E M B A N C A R I A,2025NS015641,Tâmara,10/07/2024,,
O R D E M B A N C A R I A,2025NS015640,Tâmara,10/07/2024,,
O R D E M B A N C A R I A,2025NS015639,Tâmara,10/07/2024,,
O R D E M B A N C A R I A,2025NS015638,Tâmara,10/07/2024,,
O R D E M B A N C A R I A,2025NS015637,Tâmara,10/07/2024,,
O R D E M B A N C A R I A,2025NS015636,Tâmara,10/07/2024,,
O R D E M B A N C A R I A,2025NS015635,Tâmara,10/07/2024,,
O R D E M B A N C A R I A,2025NS015634,Tâmara,10/07/2024,,
O R D E M B A N C A R I A,2025NS015633,Tâmara,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015632,Tâmara,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015631,Tâmara,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015630,Tâmara,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015629,Tâmara,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015628,Tâmara,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015627,Tâmara,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015626,Tâmara,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015625,Tâmara,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015624,Tâmara,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015623,Tâmara,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015622,Tâmara,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015621,Tâmara,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015620,Tâmara,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015619,Tâmara,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015618,Tâmara,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015617,Tâmara,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015616,Patrícia ,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015615,Patrícia ,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015614,Patrícia ,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015613,Patrícia ,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015612,Victor,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015611,Patrícia ,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015610,Patrícia ,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015609,Victor,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015608,Patrícia ,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015607,Patrícia ,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015606,Patrícia ,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015605,Patrícia ,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015604,Patrícia ,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015603,Patrícia ,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015602,Patrícia ,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015601,Victor,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015600,Victor,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015599,Victor,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015598,Victor,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015597,Victor,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015596,Victor,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015595,Victor,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015594,Victor,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015593,Victor,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015592,Victor,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015591,Victor,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015590,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015589,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015588,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015587,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015586,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015585,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015584,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015583,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015582,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015581,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015580,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015579,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015578,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015577,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015576,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015575,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015574,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015573,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015572,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015571,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015570,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015569,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015568,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015567,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015566,Iva,10/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015565,Iva,10/07/2024,,
N O T A D E D O T A C A O,2025NS015564,Jutânia,11/07/2024,,
N O T A D E D O T A C A O,2025NS015563,Jutânia,11/07/2024,,
R E G I S T R O O R C A M E N T A R I O,2025NS015562,Jutânia,11/07/2024,,
R E G I S T R O O R C A M E N T A R I O,2025NS015561,Jutânia,11/07/2024,,
O R D E M B A N C A R I A,2025NS015560,Jutânia,11/07/2024,,
O R D E M B A N C A R I A,2025NS015559,Jutânia,11/07/2024,,
O R D E M B A N C A R I A,2025NS015558,Jutânia,11/07/2024,,
O R D E M B A N C A R I A,2025NS015557,Jutânia,11/07/2024,,
O R D E M B A N C A R I A,2025NS015556,Patrícia ,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015555,Patrícia ,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015554,Victor,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015553,Patrícia ,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015552,Patrícia ,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015551,Patrícia ,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015550,Patrícia ,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015549,Patrícia ,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015548,Tâmara,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015547,Tâmara,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015546,Tâmara,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015545,Tâmara,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015544,Tâmara,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015543,Tâmara,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015542,Tâmara,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015541,Tâmara,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015540,Patrícia ,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015539,Victor,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015538,Victor,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015537,Victor,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015536,Victor,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015535,Victor,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015534,Victor,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015533,Victor,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015532,Iva,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015531,Iva,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015530,Iva,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015529,Iva,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015528,Iva,11/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015527,Iva,11/07/2024,,
A R R E C A D A C A O F I N A N C E I R A,2025NS015526,Iva,11/07/2024,,
N O T A D E D O T A C A O,2025NS015525,Iva,12/07/2024,,
N O T A D E D O T A C A O,2025NS015524,Iva,12/07/2024,,
N O T A D E D O T A C A O,2025NS015523,Iva,12/07/2024,,
N O T A D E D O T A C A O,2025NS015522,Iva,12/07/2024,,
N O T A D E D O T A C A O,2025NS015521,Iva,12/07/2024,,
N O T A D E D O T A C A O,2025NS015520,Iva,12/07/2024,,
N O T A D E D O T A C A O,2025NS015519,Iva,12/07/2024,,
N O T A D E D O T A C A O,2025NS015518,Iva,12/07/2024,,
N O T A D E D O T A C A O,2025NS015517,Iva,12/07/2024,,
N O T A D E D O T A C A O,2025NS015516,Iva,12/07/2024,,
R E G I S T R O O R C A M E N T A R I O,2025NS015515,Iva,12/07/2024,,
R E G I S T R O O R C A M E N T A R I O,2025NS015514,Iva,12/07/2024,,
R E G I S T R O O R C A M E N T A R I O,2025NS015513,Iva,12/07/2024,,
R E G I S T R O O R C A M E N T A R I O,2025NS015512,Iva,12/07/2024,,
R E G I S T R O O R C A M E N T A R I O,2025NS015511,Iva,12/07/2024,,
R E G I S T R O O R C A M E N T A R I O,2025NS015510,Iva,12/07/2024,,
R E G I S T R O O R C A M E N T A R I O,2025NS015509,Iva,12/07/2024,,
R E G I S T R O O R C A M E N T A R I O,2025NS015508,Iva,12/07/2024,,
R E G I S T R O O R C A M E N T A R I O,2025NS015507,Iva,12/07/2024,,
R E G I S T R O O R C A M E N T A R I O,2025NS015506,Iva,12/07/2024,,
O R D E M B A N C A R I A,2025NS015505,Iva,12/07/2024,,
O R D E M B A N C A R I A,2025NS015504,Iva,12/07/2024,,
O R D E M B A N C A R I A,2025NS015503,Iva,12/07/2024,,
O R D E M B A N C A R I A,2025NS015502,Iva,12/07/2024,,
O R D E M B A N C A R I A,2025NS015501,Iva,12/07/2024,,
O R D E M B A N C A R I A,2025NS015500,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015499,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015498,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015497,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015496,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015495,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015494,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015493,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015492,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015491,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015490,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015489,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015488,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015487,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015486,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015485,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015484,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015483,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015482,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015481,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015480,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015479,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015478,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015477,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015476,Patrícia ,12/07/2024,,
O R D E M B A N C A R I A,2025NS015475,Tâmara,12/07/2024,,
O R D E M B A N C A R I A,2025NS015474,Tâmara,12/07/2024,,
O R D E M B A N C A R I A,2025NS015473,Tâmara,12/07/2024,,
O R D E M B A N C A R I A,2025NS015472,Tâmara,12/07/2024,,
O R D E M B A N C A R I A,2025NS015471,Tâmara,12/07/2024,,
O R D E M B A N C A R I A,2025NS015470,Tâmara,12/07/2024,,
O R D E M B A N C A R I A,2025NS015469,Tâmara,12/07/2024,,
O R D E M B A N C A R I A,2025NS015468,Tâmara,12/07/2024,,
D A R F,2025NS015467,Tâmara,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015466,Tâmara,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015465,Tâmara,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015464,Tâmara,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015463,Tâmara,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015462,Tâmara,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015461,Tâmara,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015460,Tâmara,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015459,Tâmara,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015458,Tâmara,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015457,Tâmara,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015456,Tâmara,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015455,Tâmara,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015454,Tâmara,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015453,Tâmara,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015452,Tâmara,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015451,Tâmara,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015450,Victor,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015449,Victor,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015448,Victor,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015447,Victor,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015446,Victor,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015445,Victor,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015444,Victor,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015443,Victor,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015442,Victor,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015441,Victor,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015440,Victor,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015439,Victor,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015438,Victor,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015437,Victor,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015436,Victor,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015435,Victor,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015434,Victor,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015433,Victor,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015432,Victor,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015431,Victor,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015430,Victor,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015429,Victor,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015428,Victor,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015427,Victor,12/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015426,Victor,12/07/2024,,
A R R E C A D A C A O F I N A N C E I R A,2025NS015425,Victor,12/07/2024,,
N O T A D E D O T A C A O,2025NS015424,Iva,15/07/2024,,
N O T A D E D O T A C A O,2025NS015423,Iva,15/07/2024,,
N O T A D E D O T A C A O,2025NS015422,Iva,15/07/2024,,
R E G I S T R O O R C A M E N T A R I O,2025NS015421,Iva,15/07/2024,,
R E G I S T R O O R C A M E N T A R I O,2025NS015420,Iva,15/07/2024,,
O R D E M B A N C A R I A,2025NS015419,Iva,15/07/2024,,
O R D E M B A N C A R I A,2025NS015418,Iva,15/07/2024,,
O R D E M B A N C A R I A,2025NS015417,Iva,15/07/2024,,
O R D E M B A N C A R I A,2025NS015416,Iva,15/07/2024,,
O R D E M B A N C A R I A,2025NS015415,Iva,15/07/2024,,
O R D E M B A N C A R I A,2025NS015414,Iva,15/07/2024,,
O R D E M B A N C A R I A,2025NS015413,Iva,15/07/2024,,
O R D E M B A N C A R I A,2025NS015412,Iva,15/07/2024,,
O R D E M B A N C A R I A,2025NS015411,Iva,15/07/2024,,
O R D E M B A N C A R I A,2025NS015410,Iva,15/07/2024,,
O R D E M B A N C A R I A,2025NS015409,Iva,15/07/2024,,
O R D E M B A N C A R I A,2025NS015408,Iva,15/07/2024,,
O R D E M B A N C A R I A,2025NS015407,Iva,15/07/2024,,
O R D E M B A N C A R I A,2025NS015406,Iva,15/07/2024,,
O R D E M B A N C A R I A,2025NS015405,Iva,15/07/2024,,
O R D E M B A N C A R I A,2025NS015404,Patrícia ,15/07/2024,,
O R D E M B A N C A R I A,2025NS015403,Patrícia ,15/07/2024,,
O R D E M B A N C A R I A,2025NS015402,Patrícia ,15/07/2024,,
O R D E M B A N C A R I A,2025NS015401,Patrícia ,15/07/2024,,
O R D E M B A N C A R I A,2025NS015400,Patrícia ,15/07/2024,,
O R D E M B A N C A R I A,2025NS015399,Patrícia ,15/07/2024,,
O R D E M B A N C A R I A,2025NS015398,Patrícia ,15/07/2024,,
O R D E M B A N C A R I A,2025NS015397,Patrícia ,15/07/2024,,
O R D E M B A N C A R I A,2025NS015396,Patrícia ,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015395,Patrícia ,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015394,Patrícia ,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015393,Patrícia ,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015392,Patrícia ,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015391,Patrícia ,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015390,Patrícia ,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015389,Patrícia ,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015388,Patrícia ,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015387,Patrícia ,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015386,Patrícia ,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015385,Patrícia ,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015384,Tâmara,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015383,Tâmara,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015382,Tâmara,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015381,Tâmara,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015380,Tâmara,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015379,Tâmara,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015378,Tâmara,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015377,Tâmara,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015376,Tâmara,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015375,Tâmara,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015374,Tâmara,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015373,Tâmara,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015372,Tâmara,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015371,Tâmara,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015370,Tâmara,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015369,Tâmara,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015368,Tâmara,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015367,Tâmara,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015366,Tâmara,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015365,Tâmara,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015364,Victor,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015363,Victor,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015362,Victor,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015361,Victor,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015360,Victor,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015359,Victor,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015358,Victor,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015357,Victor,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015356,Victor,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015355,Victor,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015354,Victor,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015353,Victor,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015352,Victor,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015351,Victor,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015350,Victor,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015349,Victor,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015348,Victor,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015347,Victor,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015346,Victor,15/07/2024,,
N O T A D E L A N C A M E N T O S I S T E M A,2025NS015345,Victor,15/07/2024,,
D A R F,2025NS015344,Victor,15/07/2024,,
N O T A D E D O T A C A O,2025NS015343,Iva,16/07/2024,,
N O T A D E D O T A C A O,2025NS015342,Iva,16/07/2024,,
N O T A D E D O T A C A O,2025NS015341,Iva,16/07/2024,,
N O T A D E D O T A C A O,2025NS015340,Iva,16/07/2024,,
N O T A D E D O T A C A O,2025NS015339,Iva,16/07/2024,,
N O T A D E D O T A C A O,2025NS015338,Iva,16/07/2024,,
N O T A D E D O T A C A O,2025NS015337,Iva,16/07/2024,,
N O T A D E D O T A C A O,2025NS015336,Iva,16/07/2024,,
N O T A D E D O T A C A O,2025NS015335,Iva,16/07/2024,,
N O T A D E D O T A C A O,2025NS015334,Iva,16/07/2024,,
N O T A  D E  C R É D I T O,2025NS015333,Iva,16/07/2024,,
R E G I S T R O O R C A M E N T A R I O,2025NS015332,Iva,16/07/2024,,
R E G I S T R O O R C A M E N T A R I O,2025NS015331,Iva,16/07/2024,,
